ARO_accession	ARO_gene_family	ARO_length	ARO_name	ARO_taxonomy_id	ARO_taxonomy_name
3001755	OXA beta-lactamase	831	OXA-300	1217651	Acinetobacter bereziniae NIPH 3
3004060	resistance-nodulation-cell division (RND) antibiotic efflux pump	564	Type B NfxB	208964	Pseudomonas aeruginosa PAO1
3004062	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexCD-OprJ with type B NfxB mutation	-	-
3001597	OXA beta-lactamase	825	OXA-406	470	Acinetobacter baumannii
3004063	Edeine acetyltransferase	438	EdeQ	1393	Brevibacillus brevis
3003604	OXA beta-lactamase	747	OXA-448	197	Campylobacter jejuni
3003643	OXA beta-lactamase	789	OXA-486	287	Pseudomonas aeruginosa
3004805	GOB beta-lactamase	879	GOB-13	238	Elizabethkingia meningoseptica
3004069	resistance-nodulation-cell division (RND) antibiotic efflux pump	375	MvaT	208964	Pseudomonas aeruginosa PAO1
3004070	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexEF-OprN with MvaT deletion conferring resistance to chloramphenicol and norfloxacin	-	-
3001205	Bleomycin resistant protein	366	BRP(MBL)	470	Acinetobacter baumannii
3003751	antibiotic resistant nfsA	723	Escherichia coli nfsA mutations conferring resistance to nitrofurantoin	511145	Escherichia coli str. K-12 substr. MG1655
3000179	major facilitator superfamily (MFS) antibiotic efflux pump	1377	tet(L)	1422	Geobacillus stearothermophilus
3003583	pmr phosphoethanolamine transferase	1434	basS	287	Pseudomonas aeruginosa
3003785	antibiotic-resistant murA transferase	1335	Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin	813	Chlamydia trachomatis
3003438	elfamycin resistant EF-Tu	1272	Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A	333849	Enterococcus faecium DO
3000804	resistance-nodulation-cell division (RND) antibiotic efflux pump	3189	MexF	208964	Pseudomonas aeruginosa PAO1
3003284	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	3537	Mycobacterium leprae rpoB mutations conferring resistance to rifampicin	1769	Mycobacterium leprae
3000379	resistance-nodulation-cell division (RND) antibiotic efflux pump	1458	OprM	208964	Pseudomonas aeruginosa PAO1
3003895	ATP-binding cassette (ABC) antibiotic efflux pump	678	Pseudomonas mutant PhoP conferring resistance to colistin	208964	Pseudomonas aeruginosa PAO1
3003043	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	2253	Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin	1313	Streptococcus pneumoniae
3003309	fluoroquinolone resistant parC	2553	Ureaplasma urealyticum parC conferring resistance to fluoroquinolones	134821	Ureaplasma parvum
3003038	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexXY-OprA	-	-
3004068	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexEF-OprN with MexS mutations conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	-	-
3004061	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexCD-OprJ with type A NfxB mutation	-	-
3003862	ADC beta-lactamase without carbapenemase activity	1152	ADC-18	48296	Acinetobacter pittii
3003863	ADC beta-lactamase without carbapenemase activity	1152	ADC-19	48296	Acinetobacter pittii
3003864	ADC beta-lactamase without carbapenemase activity	1152	ADC-20	48296	Acinetobacter pittii
3003865	ADC beta-lactamase without carbapenemase activity	1152	ADC-21	48296	Acinetobacter pittii
3003866	ADC beta-lactamase without carbapenemase activity	1152	ADC-22	48296	Acinetobacter pittii
3003867	ADC beta-lactamase without carbapenemase activity	1152	ADC-23	48296	Acinetobacter pittii
3004074	resistance-nodulation-cell division (RND) antibiotic efflux pump	3132	MuxB	208964	Pseudomonas aeruginosa PAO1
3001446	OXA beta-lactamase	825	OXA-124	470	Acinetobacter baumannii
3001722	OXA beta-lactamase	828	OXA-266	1191460	Acinetobacter venetianus RAG-1 = CIP 110063
3004075	resistance-nodulation-cell division (RND) antibiotic efflux pump	3111	MuxC	208964	Pseudomonas aeruginosa PAO1
3001756	OXA beta-lactamase	831	OXA-301	981324	Acinetobacter bereziniae LMG 1003 = CIP 70.12
3001598	OXA beta-lactamase	825	OXA-407	470	Acinetobacter baumannii
3003605	OXA beta-lactamase	750	OXA-449	197	Campylobacter jejuni
3003609	OXA beta-lactamase	774	OXA-453	197	Campylobacter jejuni
3003645	OXA beta-lactamase	789	OXA-488	287	Pseudomonas aeruginosa
3004734	ARL Beta-lactamase	849	ARL-1	29378	Staphylococcus arlettae
3004076	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MuxABC-OpmB	-	-
3004749	BCL Beta-lactamase	924	BCL-1	79880	Bacillus clausii
3004761	BRO Beta-lactamase	942	BRO-1	480	Moraxella catarrhalis
3004806	GOB beta-lactamase	879	GOB-14	238	Elizabethkingia meningoseptica
3004092	HMB beta-lactamase	726	HMB-1	287	Pseudomonas aeruginosa
3004745	MIR beta-lactamase	1146	MIR-23	550	Enterobacter cloacae
3003694	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexJK-OprM	-	-
3003691	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexJK-OpmH	-	-
3003029	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexVW-OprM	-	-
3003678	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	TriABC-OpmH	-	-
3004077	multidrug and toxic compound extrusion (MATE) transporter	1434	PmpM	208964	Pseudomonas aeruginosa PAO1
3004078	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	Escherichia coli AcrAB-TolC with AcrR mutation conferring resistance to ciprofloxacin, tetracycline, and ceftazidime	-	-
3004079	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	-	-
3004086	APH(3')	780	APH(3')-VIIIb	421052	Acinetobacter rudis CIP 110305
3004087	APH(3')	801	APH(3')-IX	1120926	Acinetobacter gerneri DSM 14967 = CIP 107464
3000384	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	AcrAB-TolC	-	-
3004081	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	AcrAD-TolC confers resistance to amikacin, gentamicin, and tobramycin	-	-
3004083	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	AcrEF-TolC confers resistance to ciprofloxacin	-	-
3003921	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	oqxAB	-	-
3004085	lincosamide nucleotidyltransferase (LNU)	804	lnuG	1351	Enterococcus faecalis
3004089	ANT(3'')	972	ANT(3'')-IIa	562	Escherichia coli
3004090	ANT(3'')	792	ANT(3'')-IIb	1217712	Acinetobacter sp. NIPH 758
3004091	ANT(3'')	780	ANT(3'')-IIc	981333	Acinetobacter parvus DSM 16617 = CIP 108168
3004093	NDM beta-lactamase	813	NDM-17	562	Escherichia coli
3003868	ADC beta-lactamase without carbapenemase activity	1152	ADC-25	470	Acinetobacter baumannii
3001447	OXA beta-lactamase	825	OXA-125	470	Acinetobacter baumannii
3004099	resistance-nodulation-cell division (RND) antibiotic efflux pump	1068	LpeA	297246	Legionella pneumophila str. Paris
3004100	resistance-nodulation-cell division (RND) antibiotic efflux pump	3045	LpeB	297246	Legionella pneumophila str. Paris
3000799	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexGHI-OpmD	-	-
3003697	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexPQ-OpmE	-	-
3003703	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexMN-OprM	-	-
3000787	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MdtABC-TolC	-	-
3000344	major facilitator superfamily (MFS) antibiotic efflux pump	-	EmrAB-TolC	-	-
3000373	major facilitator superfamily (MFS) antibiotic efflux pump	-	EmrKY-TolC	-	-
3001723	OXA beta-lactamase	822	OXA-267	1217653	Acinetobacter calcoaceticus ANC 3680
3000788	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MdtEF-TolC	-	-
3004101	major facilitator superfamily (MFS) antibiotic efflux pump	-	MdtNOP	-	-
3004102	16S rRNA methyltransferase (A1408)	648	kamB	1933	Streptoalloteichus tenebrarius
3004103	major facilitator superfamily (MFS) antibiotic efflux pump	1536	QepA2	562	Escherichia coli
3001757	OXA beta-lactamase	843	OXA-302	1217694	Acinetobacter sp. CIP 64.2
3004105	TMB beta-lactamase	738	TMB-1	944673	Achromobacter sp. sallbros1
3004106	TMB beta-lactamase	738	TMB-2	280147	Acinetobacter courvalinii
3004107	ATP-binding cassette (ABC) antibiotic efflux pump	471	Pseudomonas aeruginosa soxR	208964	Pseudomonas aeruginosa PAO1
3001599	OXA beta-lactamase	825	OXA-408	470	Acinetobacter baumannii
3004110	MCR phosphoethanolamine transferase	1617	MCR-2.1	562	Escherichia coli
3004111	fosfomycin thiol transferase	420	FosA6	562	Escherichia coli
3004113	fosfomycin thiol transferase	423	FosA7	611	Salmonella enterica subsp. enterica serovar Heidelberg
3004124	General Bacterial Porin with reduced permeability to beta-lactams	1077	Moraxella catarrhalis M35	480	Moraxella catarrhalis
3004114	General Bacterial Porin with reduced permeability to beta-lactams	1104	porin OmpC	562	Escherichia coli
3004117	General Bacterial Porin with reduced permeability to peptide antibiotics	1056	Vibrio cholerae OmpU	666	Vibrio cholerae
3003606	OXA beta-lactamase	774	OXA-450	195	Campylobacter coli
3003611	OXA beta-lactamase	828	OXA-455	1287735	Achromobacter insuavis
3004126	Sugar Porin (SP)	1341	Escherichia coli LamB	386585	Escherichia coli O157:H7 str. Sakai
3004123	General Bacterial Porin with reduced permeability to beta-lactams	1122	Burkholderia pseudomallei Omp38	28450	Burkholderia pseudomallei
3004118	General Bacterial Porin with reduced permeability to peptide antibiotics	1035	Vibrio cholerae OmpT	666	Vibrio cholerae
3004735	ARL Beta-lactamase	849	ARL-2	29378	Staphylococcus arlettae
3004747	BAT Beta-lactamase	807	BAT-1	334727	Bacillus atrophaeus C89
3004751	BES Beta-lactamase	879	BES-1	615	Serratia marcescens
3004762	BRO Beta-lactamase	945	BRO-2	857580	Moraxella catarrhalis ATCC 43617
3004128	General Bacterial Porin with reduced permeability to beta-lactams	1125	Serratia marcescens Omp1	1327989	Serratia sp. FS14
3004159	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	2913	Mycoplasma gallisepticum 23S rRNA mutation conferring resistance to pleuromutilin antibiotics	710127	Mycoplasma gallisepticum str. R(low)
3004127	MipA-interacting Protein	747	Escherichia coli mipA	386585	Escherichia coli O157:H7 str. Sakai
3004097	daptomycin resistant CdsA	804	Streptococcus mitis CdsA with mutation conferring daptomycin resistance	1303	Streptococcus oralis
3004138	23S rRNA with mutation conferring resistance to macrolide antibiotics	3156	Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics	1236608	Moraxella catarrhalis BBH18
3004132	23S rRNA with mutation conferring resistance to macrolide antibiotics	3403	Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin	3055	Chlamydomonas reinhardtii
3004134	23S rRNA with mutation conferring resistance to macrolide antibiotics	2975	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	210	Helicobacter pylori
3004139	MCR phosphoethanolamine transferase	1626	MCR-3.1	562	Escherichia coli
3004142	resistance-nodulation-cell division (RND) antibiotic efflux pump	1392	OprZ	1003200	Achromobacter insuavis AXX-A
3004143	resistance-nodulation-cell division (RND) antibiotic efflux pump	1176	AxyX	1003200	Achromobacter insuavis AXX-A
3004145	resistance-nodulation-cell division (RND) antibiotic efflux pump	639	AxyZ	1003200	Achromobacter insuavis AXX-A
3004144	resistance-nodulation-cell division (RND) antibiotic efflux pump	3138	AxyY	1003200	Achromobacter insuavis AXX-A
3004146	Cfr 23S ribosomal RNA methyltransferase	1035	cfrC	413999	Clostridium botulinum A str. ATCC 3502
3004149	23S rRNA with mutation conferring resistance to lincosamide antibiotics	2904	Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin	199310	Escherichia coli CFT073
3004160	23S rRNA with mutation conferring resistance to macrolide antibiotics	2904	Escherichia coli 23S rRNA with mutation conferring resistance to clarithromycin	199310	Escherichia coli CFT073
3004161	23S rRNA with mutation conferring resistance to macrolide antibiotics	3135	Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics	1744	Propionibacterium freudenreichii
3004131	23S rRNA with mutation conferring resistance to macrolide antibiotics	2904	Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin	199310	Escherichia coli CFT073
3004153	aminosalicylate resistant thymidylate synthase	792	Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid	83332	Mycobacterium tuberculosis H37Rv
3004157	aminosalicylate resistant dihydrofolate synthase	1464	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	83332	Mycobacterium tuberculosis H37Rv
3004169	23S rRNA with mutation conferring resistance to macrolide antibiotics	3162	Mycolicibacterium smegmatis 23S rRNA with mutation conferring resistance to clarithromycin	1772	Mycolicibacterium smegmatis
3004163	23S rRNA with mutation conferring resistance to macrolide antibiotics	3112	Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin	36809	Mycobacteroides abscessus
3004164	23S rRNA with mutation conferring resistance to macrolide antibiotics	3112	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	1764	Mycobacterium avium
3004166	23S rRNA with mutation conferring resistance to macrolide antibiotics	3103	Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to clarithromycin	1767	Mycobacterium intracellulare
3004167	23S rRNA with mutation conferring resistance to macrolide antibiotics	3103	Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to azithromycin	1767	Mycobacterium intracellulare
3004168	23S rRNA with mutation conferring resistance to macrolide antibiotics	3118	Mycobacterium kansasii 23S rRNA with mutation conferring resistance to clarithromycin	1768	Mycobacterium kansasii
3004170	23S rRNA with mutation conferring resistance to macrolide antibiotics	2904	Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics	1313	Streptococcus pneumoniae
3004171	23S rRNA with mutation conferring resistance to macrolide antibiotics	3149	Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics	1889	Streptomyces ambofaciens
3004173	23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	2904	Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	199310	Escherichia coli CFT073
3004174	23S rRNA with mutation conferring resistance to macrolide antibiotics	2940	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	813	Chlamydia trachomatis
3001448	OXA beta-lactamase	825	OXA-126	470	Acinetobacter baumannii
3004176	23S rRNA with mutation conferring resistance to macrolide antibiotics	2884	Mycoplasma hominis 23S rRNA with mutation conferring resistance to macrolide antibiotics	2098	Mycoplasma hominis
3004177	23S rRNA with mutation conferring resistance to macrolide antibiotics	2886	Mycoplasma fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics	496833	Mycoplasma fermentans PG18
3004179	23S rRNA with mutation conferring resistance to macrolide antibiotics	2905	Mycoplasma pneumoniae 23S rRNA mutation conferring resistance to erythromycin	2104	Mycoplasma pneumoniae
3004180	23S rRNA with mutation conferring resistance to phenicol antibiotics	2905	Halobacterium halobium 23S rRNA mutation conferring resistance to chloramphenicol	2242	Halobacterium salinarum
3004181	23S rRNA with mutation conferring resistance to macrolide antibiotics	2904	Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics	1313	Streptococcus pneumoniae
3004184	aminosalicylate resistant dihydrofolate reductase	777	Mycobacterium tuberculosis ribD with mutation conferring resistance to para-aminosalicylic acid	83332	Mycobacterium tuberculosis H37Rv
3004185	methicillin resistant PBP2	2037	mecD	69966	Macrococcus caseolyticus
3000501	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	3489	rpoB2	247156	Nocardia farcinica IFM 10152
3001328	major facilitator superfamily (MFS) antibiotic efflux pump	1233	Escherichia coli mdfA	562	Escherichia coli
3002691	major facilitator superfamily (MFS) antibiotic efflux pump	1173	Salmonella enterica cmlA	90371	Salmonella enterica subsp. enterica serovar Typhimurium
3004066	resistance-nodulation-cell division (RND) antibiotic efflux pump	-	MexEF-OprN with MexT mutation conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim	-	-
3002527	AAC(2')	549	AAC(2')-Ie	1769	Mycobacterium leprae
3004133	23S rRNA with mutation conferring resistance to macrolide antibiotics	2996	Brachyspira hyodysenteriae 23S rRNA with mutation conferring resistance to tylosin	1266923	Brachyspira hyodysenteriae ATCC 27164
3004135	Ethambutol resistant iniB	1440	Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol	83332	Mycobacterium tuberculosis H37Rv
3000769	ATP-binding cassette (ABC) antibiotic efflux pump	-	PatA-PatB	-	-
3004189	subclass B1 Bacillus anthracis Bla beta-lactamase	771	Bla2	1392	Bacillus anthracis
3004191	APH(2'')	894	APH(2'')-If	197	Campylobacter jejuni
3004194	MCR phosphoethanolamine transferase	1626	MCR-1.2	573	Klebsiella pneumoniae
3004213	GOB beta-lactamase	873	GOB-18	238	Elizabethkingia meningoseptica
3004239	NPS beta-lactamase	783	NPS-1	287	Pseudomonas aeruginosa
3004150	23S rRNA with mutation conferring resistance to phenicol antibiotics	2904	Escherichia coli 23S rRNA with mutation conferring resistance to chloramphenicol	199310	Escherichia coli CFT073
3004289	subclass B1 Vibrio cholerae varG beta-lactamase	1173	Vibrio cholerae varG	243277	Vibrio cholerae O1 biovar El Tor str. N16961
3004826	LAP beta-lactamase	858	LAP-2	550	Enterobacter cloacae
3004290	ampC-type beta-lactamase	1134	Escherichia coli ampC beta-lactamase	511145	Escherichia coli str. K-12 substr. MG1655
3004291	ampC-type beta-lactamase	1143	Rhodobacter sphaeroides ampC beta-lactamase	272943	Rhodobacter sphaeroides 2.4.1
3004292	ampC-type beta-lactamase	1173	Laribacter hongkongensis ampC beta-lactamase	168471	Laribacter hongkongensis
3004294	BUT beta-lactamase	1194	BUT-1	82977	Buttiauxella agrestis
3003857	ADC beta-lactamase without carbapenemase activity	1152	ADC-13	48296	Acinetobacter pittii
3003858	ADC beta-lactamase without carbapenemase activity	1152	ADC-14	48296	Acinetobacter pittii
3003859	ADC beta-lactamase without carbapenemase activity	1152	ADC-15	48296	Acinetobacter pittii
3003861	ADC beta-lactamase without carbapenemase activity	1152	ADC-17	48296	Acinetobacter pittii
3003860	ADC beta-lactamase without carbapenemase activity	1152	ADC-16	48296	Acinetobacter pittii
3003872	ADC beta-lactamase without carbapenemase activity	1152	ADC-41	48296	Acinetobacter pittii
3003873	ADC beta-lactamase without carbapenemase activity	1152	ADC-42	48296	Acinetobacter pittii
3003874	ADC beta-lactamase without carbapenemase activity	1152	ADC-43	48296	Acinetobacter pittii
3003876	ADC beta-lactamase without carbapenemase activity	1152	ADC-44	48296	Acinetobacter pittii
3003878	ADC beta-lactamase without carbapenemase activity	1152	ADC-56	470	Acinetobacter baumannii
3003879	ADC beta-lactamase without carbapenemase activity	1152	ADC-61	470	Acinetobacter baumannii
3003880	ADC beta-lactamase without carbapenemase activity	1152	ADC-74	470	Acinetobacter baumannii
3003881	ADC beta-lactamase without carbapenemase activity	1152	ADC-75	470	Acinetobacter baumannii
3003882	ADC beta-lactamase without carbapenemase activity	1152	ADC-76	470	Acinetobacter baumannii
3003883	ADC beta-lactamase without carbapenemase activity	1152	ADC-77	470	Acinetobacter baumannii
3003884	ADC beta-lactamase without carbapenemase activity	1152	ADC-78	470	Acinetobacter baumannii
3003885	ADC beta-lactamase without carbapenemase activity	1152	ADC-79	470	Acinetobacter baumannii
3003887	ADC beta-lactamase without carbapenemase activity	1167	ADC-81	470	Acinetobacter baumannii
3003888	ADC beta-lactamase without carbapenemase activity	1152	ADC-82	1310679	Acinetobacter baumannii 1552865
3003899	antibiotic-resistant ptsI phosphotransferase	1728	Escherichia coli PtsI with mutation conferring resistance to fosfomycin	1403831	Escherichia coli str. K-12 substr. MC4100
3004325	MCR phosphoethanolamine transferase	1626	MCR-4.1	599	Salmonella sp.
3004332	MCR phosphoethanolamine transferase	1644	MCR-5.1	57045	Salmonella enterica subsp. enterica serovar Paratyphi B
3004334	triclosan resistant gyrA	2637	Salmonella enterica gyrA with mutation conferring resistance to triclosan	99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
3004335	triclosan resistant gyrA	2628	Escherichia coli gyrA with mutation conferring resistance to triclosan	511145	Escherichia coli str. K-12 substr. MG1655
3004336	PDC beta-lactamase	1116	PDC-73	287	Pseudomonas aeruginosa
3004337	PDC beta-lactamase	1194	PDC-74	287	Pseudomonas aeruginosa
3004338	PDC beta-lactamase	1116	PDC-75	287	Pseudomonas aeruginosa
3004339	PDC beta-lactamase	1116	PDC-76	287	Pseudomonas aeruginosa
3004340	PDC beta-lactamase	1116	PDC-77	287	Pseudomonas aeruginosa
3004341	PDC beta-lactamase	1116	PDC-78	287	Pseudomonas aeruginosa
3004342	PDC beta-lactamase	1116	PDC-79	287	Pseudomonas aeruginosa
3004343	PDC beta-lactamase	1194	PDC-80	287	Pseudomonas aeruginosa
3004344	PDC beta-lactamase	1116	PDC-81	287	Pseudomonas aeruginosa
3004345	PDC beta-lactamase	1116	PDC-82	287	Pseudomonas aeruginosa
3004346	PDC beta-lactamase	1116	PDC-83	287	Pseudomonas aeruginosa
3004347	PDC beta-lactamase	1116	PDC-84	287	Pseudomonas aeruginosa
3004348	PDC beta-lactamase	1116	PDC-85	287	Pseudomonas aeruginosa
3004349	PDC beta-lactamase	1194	PDC-86	287	Pseudomonas aeruginosa
3004350	PDC beta-lactamase	1116	PDC-87	287	Pseudomonas aeruginosa
3004351	PDC beta-lactamase	1110	PDC-88	287	Pseudomonas aeruginosa
3004352	PDC beta-lactamase	1107	PDC-89	287	Pseudomonas aeruginosa
3004353	PDC beta-lactamase	1107	PDC-90	287	Pseudomonas aeruginosa
3004354	PDC beta-lactamase	1104	PDC-91	287	Pseudomonas aeruginosa
3004355	PDC beta-lactamase	1110	PDC-92	287	Pseudomonas aeruginosa
3004356	PDC beta-lactamase	1116	PDC-93	287	Pseudomonas aeruginosa
3004357	chloramphenicol acetyltransferase (CAT)	660	catV	1289602	Brevibacillus brevis Vm4
3004359	ACI beta-lactamase	855	ACI-1	905	Acidaminococcus fermentans
3004361	sulfonamide resistant sul	864	sul4	1224	Proteobacteria
3003128	OXA beta-lactamase	798	OXA-436	61645	Enterobacter asburiae
3004362	OXA beta-lactamase	798	OXA-535	50422	Shewanella sp.
3004364	lipid A acyltransferase	822	almG	243277	Vibrio cholerae O1 biovar El Tor str. N16961
3001449	OXA beta-lactamase	825	OXA-127	470	Acinetobacter baumannii
3001724	OXA beta-lactamase	822	OXA-268	1217654	Acinetobacter calcoaceticus NIPH 13
3004379	major facilitator superfamily (MFS) antibiotic efflux pump	1536	QepA4	562	Escherichia coli
3004441	major facilitator superfamily (MFS) antibiotic efflux pump	1203	tet(59)	1805592	uncultured bacterium IN-14
3004442	tetracycline-resistant ribosomal protection protein	1920	tet(W/N/W)	1805580	uncultured bacterium IN-02
3004444	RSA beta-lactamase	858	RSA-1	77133	uncultured bacterium
3004445	RSA beta-lactamase	852	RSA-2	77133	uncultured bacterium
3004446	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	1833	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics	71421	Haemophilus influenzae Rd KW20
3001725	OXA beta-lactamase	822	OXA-269	1217690	Acinetobacter calcoaceticus ANC 3811
3004448	HERA beta-lactamase	873	HERA-1	565	Atlantibacter hermannii
3004450	TRU beta-lactamase	1149	TRU-1	29489	Aeromonas enteropelogenes
3000579	BlaB beta-lactamase	750	Chryseobacterium meningosepticum BlaB	1338011	Elizabethkingia anophelis NUHP1
3004451	chloramphenicol acetyltransferase (CAT)	630	Agrobacterium fabrum chloramphenicol acetyltransferase	176299	Agrobacterium fabrum str. C58
3004452	chloramphenicol acetyltransferase (CAT)	687	Bacillus clausii chloramphenicol acetyltransferase	79880	Bacillus clausii
3004454	chloramphenicol acetyltransferase (CAT)	624	Campylobacter coli chloramphenicol acetyltransferase	195	Campylobacter coli
3004455	chloramphenicol acetyltransferase (CAT)	651	Streptococcus suis chloramphenicol acetyltransferase	1307	Streptococcus suis
3004456	chloramphenicol acetyltransferase (CAT)	648	Enterococcus faecium chloramphenicol acetyltransferase	1352	Enterococcus faecium
3004457	chloramphenicol acetyltransferase (CAT)	648	Staphylococcus intermedius chloramphenicol acetyltransferase	1285	Staphylococcus intermedius
3004458	chloramphenicol acetyltransferase (CAT)	648	Enterococcus faecalis chloramphenicol acetyltransferase	1351	Enterococcus faecalis
3004460	chloramphenicol acetyltransferase (CAT)	651	Vibrio anguillarum chloramphenicol acetyltransferase	55601	Vibrio anguillarum
3002679	chloramphenicol acetyltransferase (CAT)	639	Pseudomonas aeruginosa catB7	208964	Pseudomonas aeruginosa PAO1
3004463	EBR beta-lactamase	708	EBR-2	343874	Empedobacter falsenii
3004464	CMY beta-lactamase	1146	CFE-2	546	Citrobacter freundii
3004466	intrinsic colistin resistant phosphoethanolamine transferase	1737	ICR-Mc	857576	Moraxella catarrhalis BC1
3004468	ciprofloxacin phosphotransferase	198	CrpP	287	Pseudomonas aeruginosa
3004470	ABC-F ATP-binding cassette ribosomal protection protein	1629	poxtA	1280	Staphylococcus aureus
3001758	OXA beta-lactamase	843	OXA-303	1217701	Acinetobacter sp. ANC 3880
3001600	OXA beta-lactamase	828	OXA-409	470	Acinetobacter baumannii
3003607	OXA beta-lactamase	774	OXA-451	197	Campylobacter jejuni
3003613	OXA beta-lactamase	828	OXA-457	1707589	Achromobacter sp. 2015clin2ach
3004736	ARL Beta-lactamase	849	ARL-3	29378	Staphylococcus arlettae
3004753	BIC Beta-lactamase	885	BIC-1	294	Pseudomonas fluorescens
3004764	CBP beta-lactamase	927	CBP-1	1491	Clostridium botulinum
3004807	GOB beta-lactamase	879	GOB-15	238	Elizabethkingia meningoseptica
3004820	HERA beta-lactamase	873	HERA-5	565	Atlantibacter hermannii
3004873	sulfonamide resistant dihydropteroate synthase folP	855	Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides	485	Neisseria gonorrhoeae
3001456	OXA beta-lactamase	858	OXA-151	93220	Pandoraea pnomenusa
3001726	OXA beta-lactamase	822	OXA-270	1217691	Acinetobacter pittii ANC 4050
3001759	OXA beta-lactamase	822	OXA-304	1217688	Acinetobacter sp. NIPH 542
3001602	OXA beta-lactamase	825	OXA-411	470	Acinetobacter baumannii
3003608	OXA beta-lactamase	774	OXA-452	197	Campylobacter jejuni
3003614	OXA beta-lactamase	828	OXA-458	1707590	Achromobacter sp. 2015clin4ach
3004737	ARL Beta-lactamase	849	ARL-4	29378	Staphylococcus arlettae
3004755	BIL Beta-lactamase	1146	BIL-1	562	Escherichia coli
3004766	CGA beta-lactamase	879	CGA-1	250	Chryseobacterium gleum
3004808	GOB beta-lactamase	873	GOB-16	238	Elizabethkingia meningoseptica
3004956	50S rRNA with mutation conferring resistance to macrolide antibiotics	621	Neisseria gonorrhoeae rpld	242231	Neisseria gonorrhoeae FA 1090
3001457	OXA beta-lactamase	858	OXA-152	93220	Pandoraea pnomenusa
3001727	OXA beta-lactamase	822	OXA-271	1785128	Acinetobacter lactucae
3001760	OXA beta-lactamase	822	OXA-305	520708	Acinetobacter sp. NIPH 817
3001603	OXA beta-lactamase	825	OXA-412	470	Acinetobacter baumannii
3003615	OXA beta-lactamase	828	OXA-459	1287735	Achromobacter insuavis
3004738	ARL Beta-lactamase	849	ARL-5	29378	Staphylococcus arlettae
3004757	BKC Beta-lactamase	942	BKC-1	573	Klebsiella pneumoniae
3004809	GOB beta-lactamase	756	GOB-2	238	Elizabethkingia meningoseptica
